temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,rain_sum,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,relative_humidity_2m_max,relative_humidity_2m_min,relative_humidity_2m_mean,dewpoint_2m_mean,pressure_msl_mean,cloudcover_mean,date,temperature_2m_mean_7d_avg,temperature_2m_mean_3d_avg,windspeed_10m_max_7d_avg,windspeed_10m_max_3d_avg,relative_humidity_2m_mean_7d_avg,relative_humidity_2m_mean_3d_avg,precipitation_sum_7d_avg,precipitation_sum_3d_avg,shortwave_radiation_sum_7d_avg,shortwave_radiation_sum_3d_avg,cloudcover_mean_7d_avg,cloudcover_mean_3d_avg,dewpoint_2m_mean_7d_avg,dewpoint_2m_mean_3d_avg,pressure_msl_mean_7d_avg,pressure_msl_mean_3d_avg,temp_range,humidity_range
36.6,22.6,28.3,40.6,27.4,32.6,0.0,0.0,15.7,35.6,182,22.77,5.29,99,31,72,21.7,1010.7,33,2025-03-12,27.942857142857147,27.866666666666664,16.45714285714286,15.866666666666662,68.0,70.0,0.0,0.0,22.83857142857143,22.816666666666666,26.714285714285715,20.333333333333332,19.82857142857143,20.900000000000002,1011.0142857142857,1012.3666666666668,14.0,68
38.0,24.0,29.4,42.4,29.2,34.0,0.0,0.0,19.4,40.7,187,22.46,5.42,97,28,72,22.6,1009.3,65,2025-03-13,28.085714285714285,28.433333333333334,16.95714285714286,17.299999999999994,71.42857142857143,71.66666666666667,0.0,0.0,22.532857142857146,22.8,28.714285714285715,39.0,21.385714285714283,21.73333333333333,1010.8142857142858,1011.0,14.0,69
37.1,24.2,29.2,41.9,29.8,33.9,0.0,0.0,16.4,32.0,170,22.74,5.56,98,37,74,23.1,1009.8,21,2025-03-14,28.242857142857144,28.96666666666667,17.085714285714285,17.16666666666666,71.85714285714286,72.66666666666667,0.0,0.0,22.509999999999998,22.656666666666666,24.857142857142858,39.666666666666664,21.67142857142857,22.46666666666667,1010.8142857142857,1009.9333333333334,12.900000000000002,61
36.0,24.0,28.7,40.0,29.7,33.0,0.0,0.0,14.2,32.4,168,22.73,5.6,97,31,72,21.9,1011.0,14,2025-03-15,28.342857142857145,29.099999999999998,16.414285714285715,16.66666666666666,71.71428571428571,72.66666666666667,0.0,0.0,22.5,22.643333333333334,25.142857142857142,33.333333333333336,21.74285714285714,22.53333333333333,1011.1285714285714,1010.0333333333333,12.0,66
36.5,23.2,28.2,40.1,28.3,32.6,0.0,0.0,15.3,33.8,174,23.02,5.45,99,33,75,22.2,1011.0,12,2025-03-16,28.442857142857143,28.7,16.12857142857143,15.299999999999997,71.85714285714286,73.66666666666667,0.0,0.0,22.771428571428572,22.83,24.714285714285715,15.666666666666666,21.785714285714285,22.400000000000002,1011.1714285714286,1010.6,13.3,66
36.1,24.0,28.5,40.0,28.7,32.7,0.0,0.0,17.0,35.6,175,23.62,5.67,100,39,75,22.6,1010.4,53,2025-03-17,28.557142857142853,28.466666666666665,16.4,15.499999999999995,73.0,74.0,0.0,0.0,22.93,23.123333333333335,31.0,26.333333333333332,22.142857142857142,22.233333333333334,1010.7428571428571,1010.8000000000001,12.100000000000001,61
35.5,23.2,28.5,39.9,28.3,33.0,0.0,0.0,15.7,33.1,168,23.26,5.54,100,41,76,23.1,1010.3,45,2025-03-18,28.685714285714283,28.400000000000002,16.24285714285714,15.999999999999995,73.71428571428571,75.33333333333333,0.0,0.0,22.942857142857143,23.3,34.714285714285715,36.666666666666664,22.457142857142856,22.633333333333336,1010.3571428571429,1010.5666666666666,12.3,59
35.0,24.6,28.6,38.2,30.1,32.9,0.0,0.0,18.9,41.4,165,23.6,5.71,99,37,75,22.8,1012.8,23,2025-03-19,28.72857142857143,28.53333333333333,16.7,17.199999999999996,74.14285714285714,75.33333333333333,0.0,0.0,23.06142857142857,23.493333333333336,33.285714285714285,40.333333333333336,22.614285714285717,22.833333333333332,1010.6571428571427,1011.1666666666666,10.399999999999999,62
35.0,23.5,28.4,37.3,28.8,32.3,0.0,0.0,18.0,38.5,154,23.7,5.85,99,33,73,21.9,1013.9,12,2025-03-20,28.585714285714285,28.5,16.5,17.533333333333328,74.28571428571429,74.66666666666667,0.0,0.0,23.23857142857143,23.52,25.714285714285715,26.666666666666668,22.514285714285716,22.600000000000005,1011.3142857142856,1012.3333333333334,11.5,66
34.5,23.7,28.4,37.5,28.6,32.4,0.1,0.1,17.8,37.8,156,22.12,5.48,98,40,74,22.4,1013.7,17,2025-03-21,28.471428571428568,28.466666666666665,16.7,18.23333333333333,74.28571428571429,74.0,0.014285714285714287,0.033333333333321495,23.150000000000002,23.14,25.142857142857142,17.333333333333332,22.41428571428571,22.366666666666664,1011.8714285714286,1013.4666666666667,10.8,58
34.0,24.2,28.5,37.8,29.8,32.7,0.4,0.4,17.0,38.9,149,19.46,4.84,99,40,75,22.8,1013.0,33,2025-03-22,28.442857142857143,28.433333333333334,17.099999999999998,17.599999999999994,74.71428571428571,74.0,0.07142857142857142,0.16666666666665483,22.68285714285714,21.76,27.857142857142858,20.666666666666668,22.542857142857144,22.366666666666664,1012.157142857143,1013.5333333333333,9.8,59
34.5,25.0,28.9,38.6,30.3,33.3,0.1,0.1,15.1,37.1,139,21.11,5.23,97,44,74,23.1,1013.1,30,2025-03-23,28.542857142857144,28.599999999999998,17.071428571428573,16.63333333333333,74.57142857142857,74.33333333333333,0.08571428571428572,0.19999999999998816,22.41,20.896666666666665,30.428571428571427,26.666666666666668,22.67142857142857,22.766666666666666,1012.4571428571428,1013.2666666666668,9.5,53
35.4,24.4,29.0,40.2,29.4,33.3,0.1,0.1,17.8,36.7,140,22.32,5.43,96,39,72,22.5,1012.4,15,2025-03-24,28.614285714285717,28.8,17.185714285714287,16.63333333333333,74.14285714285714,73.66666666666667,0.09999999999999999,0.1999999999999882,22.224285714285713,20.963333333333335,25.0,26.0,22.657142857142855,22.8,1012.7428571428571,1012.8333333333334,11.0,57
36.2,24.0,29.3,40.5,29.3,33.7,0.0,0.0,16.1,34.6,166,22.46,5.46,96,33,69,22.1,1009.5,9,2025-03-25,28.72857142857143,29.066666666666666,17.24285714285714,16.333333333333332,73.14285714285714,71.66666666666667,0.09999999999999999,0.06666666666665483,22.110000000000003,21.963333333333335,19.857142857142858,18.0,22.514285714285712,22.566666666666666,1012.6285714285715,1011.6666666666666,12.200000000000003,63
36.2,24.8,29.5,40.1,30.6,33.9,0.0,0.0,15.3,34.9,163,22.26,5.5,96,34,70,22.5,1008.0,14,2025-03-26,28.857142857142858,29.266666666666666,16.72857142857143,16.399999999999995,72.42857142857143,70.33333333333333,0.09999999999999999,0.033333333333321495,21.91857142857143,22.346666666666668,18.571428571428573,12.666666666666666,22.471428571428568,22.366666666666664,1011.9428571428572,1009.9666666666667,11.400000000000002,62
38.0,24.4,30.3,41.4,30.0,34.6,0.0,0.0,17.7,39.2,192,22.35,5.74,96,27,66,22.0,1007.0,12,2025-03-27,29.12857142857143,29.7,16.685714285714287,16.366666666666664,71.42857142857143,68.33333333333333,0.09999999999999999,0.0,21.725714285714286,22.356666666666666,18.571428571428573,11.666666666666666,22.485714285714284,22.2,1010.9571428571429,1008.1666666666666,13.600000000000001,69
38.3,25.0,30.4,43.3,30.0,35.0,0.6,0.6,17.1,38.9,185,22.87,5.69,91,29,67,22.6,1006.4,14,2025-03-28,29.414285714285715,30.066666666666666,16.585714285714285,16.7,70.42857142857143,67.66666666666667,0.17142857142857146,0.19999999999998816,21.832857142857144,22.493333333333336,18.142857142857142,13.333333333333334,22.514285714285716,22.36666666666667,1009.9142857142857,1007.1333333333333,13.299999999999997,62
38.5,25.1,30.8,43.3,30.8,35.4,0.0,0.0,16.3,33.1,174,23.04,5.82,96,27,65,22.3,1006.5,14,2025-03-29,29.74285714285714,30.5,16.485714285714288,17.03333333333333,69.0,66.0,0.1142857142857143,0.19999999999998816,22.344285714285714,22.753333333333334,15.428571428571429,13.333333333333334,22.442857142857143,22.3,1008.9857142857143,1006.6333333333333,13.399999999999999,69
37.0,25.5,30.2,42.1,30.1,34.5,0.0,0.0,16.2,33.5,169,23.72,5.92,90,36,65,22.2,1008.2,10,2025-03-30,29.928571428571427,30.46666666666667,16.642857142857142,16.53333333333333,67.71428571428571,65.66666666666667,0.1,0.19999999999998816,22.717142857142857,23.209999999999997,12.571428571428571,12.666666666666666,22.314285714285717,22.36666666666667,1008.2857142857143,1007.0333333333333,11.5,54
34.5,24.9,29.1,39.1,30.7,33.7,0.0,0.0,14.3,31.3,160,24.02,5.73,97,45,72,23.0,1009.1,11,2025-03-31,29.942857142857143,30.03333333333333,16.142857142857142,15.6,67.71428571428571,67.33333333333333,0.08571428571428573,0.0,22.960000000000004,23.593333333333334,12.0,11.666666666666666,22.38571428571429,22.5,1007.8142857142857,1007.9333333333334,9.600000000000001,52
33.8,25.2,28.9,38.5,31.2,33.4,0.0,0.0,15.1,32.8,155,23.53,5.54,94,46,71,22.7,1009.0,13,2025-04-01,29.88571428571429,29.400000000000002,16.000000000000004,15.199999999999998,68.0,69.33333333333333,0.08571428571428573,0.0,23.112857142857145,23.75666666666667,12.571428571428571,11.333333333333334,22.47142857142857,22.633333333333336,1007.7428571428571,1008.7666666666668,8.599999999999998,48
34.2,25.0,29.1,39.2,30.7,33.7,0.1,0.1,14.2,29.5,151,22.95,5.47,94,46,71,22.7,1009.6,15,2025-04-02,29.828571428571426,29.03333333333333,15.842857142857142,14.533333333333331,68.14285714285714,71.33333333333333,0.1,0.033333333333321495,23.211428571428574,23.5,12.714285714285714,13.0,22.5,22.799999999999997,1007.9714285714286,1009.2333333333335,9.200000000000003,48
35.0,25.2,29.2,41.3,30.8,34.4,0.0,0.0,11.2,26.6,163,18.86,4.49,93,46,72,23.3,1011.1,68,2025-04-03,29.67142857142857,29.066666666666666,14.914285714285713,13.499999999999998,69.0,71.33333333333333,0.09999999999999999,0.033333333333321495,22.71285714285714,21.78,20.714285714285715,32.0,22.685714285714287,22.899999999999995,1008.5571428571428,1009.9,9.8,47
33.8,23.2,28.8,38.8,26.1,33.1,3.1,3.1,15.7,36.7,262,17.65,4.17,96,46,71,22.3,1011.1,68,2025-04-04,29.442857142857143,29.03333333333333,14.714285714285714,13.699999999999996,69.57142857142857,71.33333333333333,0.4571428571428572,1.0666666666666549,21.967142857142854,19.819999999999997,28.428571428571427,50.333333333333336,22.642857142857142,22.766666666666666,1009.2285714285715,1010.6,10.599999999999998,50
35.0,26.2,29.6,41.3,32.4,35.0,2.2,2.2,13.9,31.3,157,20.74,4.79,92,47,72,23.6,1009.7,67,2025-04-05,29.271428571428572,29.200000000000003,14.37142857142857,13.6,70.57142857142857,71.66666666666667,0.7714285714285715,1.766666666666655,21.638571428571428,19.083333333333332,36.0,67.66666666666667,22.82857142857143,23.066666666666666,1009.6857142857143,1010.6333333333333,8.8,45
36.5,25.8,30.3,42.3,32.0,35.7,0.1,0.1,13.7,31.0,178,22.24,5.27,91,38,70,23.6,1008.2,30,2025-04-06,29.285714285714285,29.566666666666666,14.014285714285714,14.43333333333333,71.28571428571429,71.0,0.7857142857142857,1.7999999999999883,21.427142857142854,20.209999999999997,38.857142857142854,55.0,23.02857142857143,23.166666666666668,1009.6857142857143,1009.6666666666666,10.7,53
36.5,26.0,30.3,43.0,32.5,36.1,0.5,0.5,13.9,27.4,148,22.83,5.42,96,43,73,24.4,1008.9,26,2025-04-07,29.45714285714286,30.066666666666666,13.957142857142857,13.83333333333333,71.42857142857143,71.66666666666667,0.8571428571428571,0.9333333333333216,21.257142857142856,21.936666666666664,41.0,41.0,23.228571428571428,23.86666666666667,1009.657142857143,1008.9333333333334,10.5,53
36.0,25.7,30.0,42.2,31.3,34.8,0.1,0.1,15.1,33.8,120,23.12,5.61,93,42,69,23.2,1010.3,21,2025-04-08,29.614285714285717,30.2,13.957142857142856,14.233333333333329,71.14285714285714,70.66666666666667,0.8714285714285716,0.23333333333332149,21.198571428571427,22.73,42.142857142857146,25.666666666666668,23.3,23.73333333333333,1009.842857142857,1009.1333333333332,10.3,51
36.5,25.8,29.8,41.2,30.8,34.4,0.0,0.0,18.7,38.2,99,23.68,5.69,91,37,69,23.0,1008.7,8,2025-04-09,29.714285714285715,30.03333333333333,14.6,15.899999999999997,70.85714285714286,70.33333333333333,0.8571428571428573,0.19999999999998816,21.302857142857142,23.209999999999997,41.142857142857146,18.333333333333332,23.342857142857145,23.53333333333333,1009.7142857142857,1009.3000000000001,10.7,54
34.5,25.3,29.5,39.9,31.0,34.5,0.4,0.4,14.0,34.2,184,22.17,5.18,92,47,71,23.2,1005.9,26,2025-04-10,29.75714285714286,29.76666666666667,15.0,15.933333333333332,70.71428571428571,69.66666666666667,0.9142857142857144,0.16666666666665483,21.775714285714287,22.99,35.142857142857146,18.333333333333332,23.32857142857143,23.13333333333333,1008.9714285714286,1008.3000000000001,9.2,45
34.7,25.9,30.0,40.8,32.4,35.8,0.1,0.1,13.0,25.9,181,22.35,5.13,98,48,74,24.4,1005.2,26,2025-04-11,29.928571428571427,29.76666666666667,14.614285714285714,15.233333333333329,71.14285714285714,71.33333333333333,0.48571428571428577,0.16666666666665483,22.447142857142858,22.733333333333334,29.142857142857142,20.0,23.628571428571426,23.53333333333333,1008.1285714285714,1006.6,8.800000000000004,50
36.9,26.1,31.0,42.1,33.2,36.6,1.2,1.2,15.2,34.2,193,23.07,5.43,98,37,72,24.4,1006.1,17,2025-04-12,30.12857142857143,30.166666666666668,14.8,14.066666666666663,71.14285714285714,72.33333333333333,0.34285714285714286,0.5666666666666548,22.779999999999998,22.53,22.0,23.0,23.74285714285714,24.0,1007.6142857142858,1005.7333333333332,10.799999999999997,61
34.2,26.6,29.7,41.6,31.4,36.0,7.1,7.1,18.2,36.7,144,19.81,4.39,99,56,79,25.3,1008.2,47,2025-04-13,30.042857142857144,30.233333333333334,15.442857142857141,15.466666666666663,72.42857142857143,75.0,1.3428571428571427,2.799999999999988,22.43285714285714,21.743333333333336,24.428571428571427,30.0,23.985714285714288,24.7,1007.6142857142858,1006.5,7.600000000000001,43
34.7,25.8,29.7,41.7,31.9,35.6,0.0,0.0,12.3,25.9,151,22.06,5.06,97,50,76,24.5,1008.0,21,2025-04-14,29.957142857142856,30.133333333333336,15.214285714285714,15.233333333333329,72.85714285714286,75.66666666666667,1.2714285714285711,2.766666666666655,22.322857142857142,21.646666666666665,23.714285714285715,28.333333333333332,24.0,24.733333333333334,1007.4857142857143,1007.4333333333334,8.900000000000002,47
34.6,25.1,29.0,40.5,30.1,34.6,6.4,6.4,15.1,30.6,147,20.38,4.61,96,52,79,24.4,1008.6,34,2025-04-15,29.814285714285713,29.46666666666667,15.214285714285714,15.199999999999998,74.28571428571429,78.0,2.1714285714285713,4.4999999999999885,21.93142857142857,20.75,25.571428571428573,34.0,24.17142857142857,24.73333333333333,1007.2428571428572,1008.2666666666668,9.5,44
34.8,25.4,29.2,41.2,30.3,34.2,0.0,0.0,13.4,33.5,151,22.33,5.22,96,49,74,23.8,1008.6,16,2025-04-16,29.728571428571428,29.299999999999997,14.457142857142857,13.6,75.0,76.33333333333333,2.1714285714285713,2.1333333333333218,21.738571428571426,21.59,26.714285714285715,23.666666666666668,24.285714285714285,24.233333333333334,1007.2285714285715,1008.4,9.399999999999999,47
34.9,26.4,30.1,40.7,32.2,35.6,0.1,0.1,13.7,27.4,176,21.42,5.05,93,50,74,24.6,1007.4,17,2025-04-17,29.814285714285717,29.433333333333334,14.414285714285715,14.066666666666663,75.42857142857143,75.66666666666667,2.1285714285714286,2.166666666666655,21.631428571428568,21.376666666666665,25.428571428571427,22.333333333333332,24.485714285714284,24.266666666666666,1007.4428571428572,1008.1999999999999,8.5,43
35.6,27.0,30.5,42.4,33.5,36.3,0.7,0.7,18.3,40.3,178,22.45,5.28,94,51,75,25.3,1006.7,15,2025-04-18,29.88571428571429,29.933333333333334,15.171428571428573,15.133333333333331,75.57142857142857,74.33333333333333,2.2142857142857144,0.2666666666666548,21.645714285714288,22.066666666666666,23.857142857142858,16.0,24.614285714285717,24.566666666666666,1007.657142857143,1007.5666666666667,8.600000000000001,43
36.1,27.4,31.2,43.3,33.6,37.2,0.5,0.5,13.5,29.5,185,22.33,5.31,95,49,73,25.4,1006.1,18,2025-04-19,29.914285714285715,30.599999999999998,14.928571428571429,15.166666666666664,75.71428571428571,74.0,2.1142857142857143,0.4333333333333214,21.539999999999996,22.066666666666666,24.0,16.666666666666668,24.75714285714286,25.100000000000005,1007.657142857143,1006.7333333333332,8.700000000000003,46
37.1,28.0,31.3,43.9,34.4,37.7,0.8,0.8,13.0,27.4,179,21.55,5.16,94,47,75,26.0,1006.6,24,2025-04-20,30.142857142857142,31.0,14.185714285714287,14.933333333333332,75.14285714285714,74.33333333333333,1.2142857142857142,0.6666666666666549,21.78857142857143,22.11,20.714285714285715,19.0,24.857142857142858,25.566666666666663,1007.4285714285714,1006.4666666666667,9.100000000000001,47
36.7,27.6,31.1,43.9,34.6,37.4,0.0,0.0,16.1,32.8,177,22.33,5.39,96,48,75,25.7,1008.4,16,2025-04-21,30.342857142857145,31.200000000000003,14.728571428571428,14.199999999999998,75.0,74.33333333333333,1.2142857142857142,0.4333333333333216,21.827142857142857,22.069999999999997,20.0,19.333333333333332,25.02857142857143,25.7,1007.4857142857144,1007.0333333333334,9.100000000000001,48
37.0,27.1,30.8,44.7,33.5,36.9,0.0,0.0,18.6,39.2,171,24.57,5.86,97,50,76,25.6,1009.1,6,2025-04-22,30.599999999999998,31.066666666666666,15.22857142857143,15.899999999999999,74.57142857142857,75.33333333333333,0.3,0.26666666666665484,22.42571428571429,22.816666666666666,16.0,15.333333333333334,25.2,25.766666666666666,1007.5571428571428,1008.0333333333333,9.899999999999999,47
37.1,26.9,30.9,44.6,33.4,37.0,0.0,0.0,15.7,32.4,171,24.87,5.97,98,49,76,25.5,1007.5,8,2025-04-23,30.842857142857145,30.933333333333337,15.557142857142859,16.799999999999997,74.85714285714286,75.66666666666667,0.3,0.0,22.788571428571426,23.923333333333336,14.857142857142858,10.0,25.442857142857143,25.599999999999998,1007.3999999999999,1008.3333333333334,10.200000000000003,49
37.4,26.9,30.9,44.6,32.9,36.9,0.0,0.0,14.8,30.6,175,24.11,5.84,97,47,76,25.6,1006.7,41,2025-04-24,30.957142857142856,30.866666666666664,15.714285714285717,16.366666666666664,75.14285714285714,76.0,0.2857142857142857,0.0,23.172857142857143,24.51666666666667,18.285714285714285,18.333333333333332,25.58571428571429,25.566666666666666,1007.3000000000001,1007.7666666666668,10.5,50
36.5,26.9,30.9,43.9,33.5,36.7,0.0,0.0,16.0,34.6,169,24.37,5.93,97,50,75,25.4,1007.2,12,2025-04-25,31.014285714285712,30.9,15.385714285714286,15.499999999999998,75.14285714285714,75.66666666666667,0.18571428571428575,0.0,23.447142857142858,24.45,17.857142857142858,20.333333333333332,25.599999999999998,25.5,1007.3714285714286,1007.1333333333333,9.600000000000001,47
36.5,27.5,31.0,42.9,33.4,36.5,0.0,0.0,18.5,38.5,169,22.7,5.71,92,48,72,25.1,1007.4,37,2025-04-26,30.985714285714288,30.933333333333334,16.1,16.433333333333334,75.0,74.33333333333333,0.1142857142857143,0.0,23.5,23.72666666666667,20.571428571428573,30.0,25.557142857142857,25.36666666666667,1007.5571428571428,1007.1,9.0,44
35.0,26.9,30.4,41.8,33.5,36.2,0.7,0.7,17.3,35.6,160,21.72,5.18,93,48,74,24.9,1008.7,33,2025-04-27,30.857142857142858,30.766666666666666,16.714285714285715,17.266666666666666,74.85714285714286,73.66666666666667,0.09999999999999999,0.23333333333332149,23.524285714285714,22.929999999999996,21.857142857142858,27.333333333333332,25.4,25.13333333333333,1007.8571428571429,1007.7666666666668,8.100000000000001,45
34.7,27.0,30.4,41.4,33.6,35.7,0.0,0.0,14.1,32.8,166,21.84,5.36,93,51,71,24.2,1007.6,33,2025-04-28,30.757142857142856,30.599999999999998,16.428571428571427,16.633333333333333,74.28571428571429,72.33333333333333,0.09999999999999999,0.23333333333332149,23.454285714285714,22.086666666666662,24.285714285714285,34.333333333333336,25.185714285714287,24.733333333333334,1007.7428571428571,1007.9000000000001,7.700000000000003,42
36.0,26.9,30.6,42.7,32.8,35.9,0.8,0.8,16.6,34.6,161,22.44,5.57,91,48,72,24.6,1006.5,12,2025-04-29,30.72857142857143,30.46666666666667,16.142857142857142,16.0,73.71428571428571,72.33333333333333,0.21428571428571427,0.4999999999999882,23.15,22.0,25.142857142857142,26.0,25.042857142857144,24.566666666666663,1007.3714285714286,1007.6,9.100000000000001,43
35.9,27.2,30.3,42.9,32.8,36.1,2.7,2.7,17.8,36.7,152,22.72,5.36,93,50,76,25.1,1007.3,30,2025-04-30,30.642857142857142,30.433333333333334,16.442857142857143,16.166666666666668,73.71428571428571,73.0,0.6,1.1666666666666548,22.842857142857145,22.333333333333332,28.285714285714285,25.0,24.985714285714288,24.633333333333336,1007.3428571428573,1007.1333333333333,8.7,43
34.8,26.7,30.0,41.4,32.3,35.9,1.1,1.1,13.8,35.3,145,21.38,4.97,96,53,78,25.3,1008.0,38,2025-05-01,30.514285714285712,30.3,16.3,16.066666666666666,74.0,75.33333333333333,0.7571428571428572,1.5333333333333214,22.45285714285714,22.179999999999996,27.857142857142858,26.666666666666668,24.942857142857143,25.0,1007.5285714285714,1007.2666666666668,8.099999999999998,43
33.3,26.8,29.5,39.2,33.6,35.6,3.1,3.1,14.4,31.7,139,19.98,4.56,97,57,80,25.6,1008.1,30,2025-05-02,30.314285714285713,29.933333333333334,16.071428571428573,15.33333333333333,74.71428571428571,78.0,1.2,2.2999999999999883,21.825714285714287,21.36,30.428571428571427,32.666666666666664,24.97142857142857,25.333333333333332,1007.657142857143,1007.8000000000001,6.4999999999999964,40
35.5,27.3,30.3,41.8,34.4,36.6,12.9,12.9,16.9,38.9,162,19.89,4.59,96,53,79,25.8,1006.8,32,2025-05-03,30.214285714285715,29.933333333333337,15.842857142857143,15.033333333333331,75.71428571428571,79.0,3.042857142857143,5.699999999999989,21.424285714285713,20.416666666666668,29.714285714285715,33.333333333333336,25.071428571428573,25.566666666666666,1007.5714285714286,1007.6333333333332,8.2,43
33.4,26.0,28.9,39.9,31.2,35.2,24.1,24.1,11.0,23.8,159,17.72,3.88,96,61,82,25.4,1006.4,60,2025-05-04,30.0,29.566666666666666,14.942857142857141,14.099999999999996,76.85714285714286,80.33333333333333,6.385714285714286,13.366666666666655,20.852857142857143,19.19666666666667,33.57142857142857,40.666666666666664,25.142857142857142,25.600000000000005,1007.2428571428571,1007.0999999999999,7.399999999999999,35
34.5,24.8,29.4,42.3,30.2,35.2,0.3,0.3,13.8,28.4,168,22.77,5.15,96,54,77,24.6,1006.2,30,2025-05-05,29.857142857142858,29.53333333333333,14.900000000000002,13.899999999999997,77.71428571428571,79.33333333333333,6.428571428571429,12.433333333333321,20.985714285714288,20.126666666666665,33.142857142857146,40.666666666666664,25.2,25.266666666666666,1007.0428571428572,1006.4666666666667,9.7,42
34.7,26.9,30.3,42.6,33.5,36.9,0.3,0.3,11.0,23.0,174,22.27,4.99,95,53,78,25.7,1006.8,23,2025-05-06,29.814285714285713,29.53333333333333,14.1,11.933333333333332,78.57142857142857,79.0,6.3571428571428585,8.233333333333322,20.961428571428574,20.919999999999998,34.714285714285715,37.666666666666664,25.357142857142858,25.233333333333334,1007.0857142857143,1006.4666666666667,7.800000000000004,42
33.0,27.0,29.6,40.2,33.0,36.2,11.7,11.7,12.9,30.6,163,19.15,4.21,95,57,81,25.8,1006.3,39,2025-05-07,29.714285714285715,29.766666666666666,13.4,12.566666666666665,79.28571428571429,78.66666666666667,7.642857142857143,4.099999999999988,20.451428571428572,21.396666666666665,36.0,30.666666666666668,25.45714285714286,25.366666666666664,1006.9428571428571,1006.4333333333333,6.0,38
35.7,26.7,29.7,43.7,33.6,36.3,7.5,7.5,13.1,33.8,174,21.02,4.62,97,53,80,25.6,1006.6,30,2025-05-08,29.67142857142857,29.866666666666664,13.3,12.33333333333333,79.57142857142857,79.66666666666667,8.557142857142857,6.4999999999999885,20.4,20.813333333333333,34.857142857142854,30.666666666666668,25.5,25.7,1006.7428571428571,1006.5666666666666,9.000000000000004,44
35.2,26.5,30.2,42.9,33.8,36.8,0.0,0.0,12.6,29.5,169,22.47,5.1,97,52,77,25.4,1007.0,24,2025-05-09,29.771428571428572,29.833333333333332,13.042857142857143,12.866666666666665,79.14285714285714,79.33333333333333,8.114285714285714,6.399999999999987,20.755714285714284,20.88,34.0,31.0,25.47142857142857,25.599999999999998,1006.5857142857143,1006.6333333333332,8.700000000000003,45
35.4,27.2,30.7,43.4,34.2,37.0,0.2,0.2,12.7,31.3,171,22.11,5.19,94,52,75,25.4,1007.2,26,2025-05-10,29.828571428571426,30.2,12.442857142857145,12.799999999999997,78.57142857142857,77.33333333333333,6.3,2.566666666666655,21.072857142857142,21.866666666666664,33.142857142857146,26.666666666666668,25.41428571428571,25.46666666666667,1006.6428571428571,1006.9333333333334,8.2,42
36.6,26.7,31.0,42.8,33.7,37.3,0.0,0.0,12.5,24.1,177,23.49,5.53,95,42,73,24.9,1005.6,14,2025-05-11,30.128571428571426,30.633333333333336,12.657142857142857,12.599999999999996,77.28571428571429,75.0,2.857142857142857,0.06666666666665483,21.897142857142853,22.689999999999998,26.571428571428573,21.333333333333332,25.342857142857145,25.23333333333333,1006.5285714285714,1006.6,9.900000000000002,53
38.5,27.2,31.9,45.0,35.0,38.8,0.0,0.0,15.2,29.9,178,23.48,5.54,99,37,74,25.8,1004.0,39,2025-05-12,30.485714285714288,31.2,12.857142857142858,13.466666666666663,76.85714285714286,74.0,2.814285714285714,0.06666666666665483,21.99857142857143,23.026666666666667,27.857142857142858,26.333333333333332,25.514285714285712,25.366666666666664,1006.2142857142857,1005.6,11.3,62
38.0,27.6,32.1,45.0,35.7,39.1,0.0,0.0,13.6,28.8,140,23.31,5.44,98,40,73,25.8,1003.9,36,2025-05-13,30.74285714285714,31.666666666666668,13.228571428571428,13.766666666666666,76.14285714285714,73.33333333333333,2.7714285714285714,0.0,22.147142857142857,23.426666666666666,29.714285714285715,29.666666666666668,25.52857142857143,25.5,1005.8,1004.5,10.399999999999999,58
35.3,26.0,30.6,41.2,31.7,36.9,6.8,6.8,19.0,38.5,78,16.56,3.82,96,48,76,25.4,1005.3,85,2025-05-14,30.885714285714283,31.53333333333333,14.1,15.933333333333332,75.42857142857143,74.33333333333333,2.0714285714285716,2.2666666666666546,21.777142857142856,21.116666666666664,36.285714285714285,53.333333333333336,25.471428571428568,25.666666666666668,1005.657142857143,1004.4,9.299999999999997,48
32.7,27.8,30.4,39.5,33.5,37.2,10.7,10.7,12.3,33.8,144,13.56,3.16,95,67,81,26.6,1005.8,98,2025-05-15,30.985714285714288,31.03333333333333,13.985714285714284,14.966666666666663,75.57142857142857,76.66666666666667,2.5285714285714285,5.8333333333333215,20.711428571428574,17.81,46.0,73.0,25.614285714285717,25.933333333333337,1005.5428571428572,1005.0,4.900000000000002,28
34.8,25.9,30.0,41.7,31.0,36.2,18.4,18.4,11.1,24.8,281,21.65,4.87,97,55,75,24.9,1005.5,92,2025-05-16,30.957142857142856,30.333333333333332,13.771428571428572,14.133333333333331,75.28571428571429,77.33333333333333,5.157142857142857,11.966666666666654,20.594285714285714,17.256666666666664,55.714285714285715,91.66666666666667,25.54285714285714,25.633333333333336,1005.3285714285714,1005.5333333333333,8.899999999999999,42
