temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,rain_sum,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,relative_humidity_2m_max,relative_humidity_2m_min,relative_humidity_2m_mean,dewpoint_2m_mean,pressure_msl_mean,cloudcover_mean,date,temperature_2m_mean_7d_avg,temperature_2m_mean_3d_avg,windspeed_10m_max_7d_avg,windspeed_10m_max_3d_avg,relative_humidity_2m_mean_7d_avg,relative_humidity_2m_mean_3d_avg,precipitation_sum_7d_avg,precipitation_sum_3d_avg,shortwave_radiation_sum_7d_avg,shortwave_radiation_sum_3d_avg,cloudcover_mean_7d_avg,cloudcover_mean_3d_avg,dewpoint_2m_mean_7d_avg,dewpoint_2m_mean_3d_avg,pressure_msl_mean_7d_avg,pressure_msl_mean_3d_avg,temp_range,humidity_range
32.3,26.0,28.5,38.0,30.9,33.7,4.5,4.5,14.7,29.2,230,17.74,4.14,96,64,80,24.5,1002.0,99,2024-07-08,29.157142857142862,27.933333333333334,18.771428571428572,18.933333333333334,76.71428571428571,82.66666666666667,3.9,7.066666666666664,18.054285714285715,14.37,96.71428571428571,99.66666666666667,24.428571428571427,24.599999999999998,1002.9571428571428,1002.5,6.299999999999997,32
30.6,25.5,27.1,35.0,30.7,32.6,34.8,34.8,14.7,31.3,225,11.22,2.46,96,68,89,25.0,1003.9,99,2024-07-09,28.785714285714285,27.733333333333334,17.428571428571427,15.866666666666662,79.14285714285714,84.33333333333333,8.87142857142857,15.766666666666664,16.977142857142855,13.12,96.71428571428571,99.33333333333333,24.599999999999998,24.7,1003.1,1002.9,5.100000000000001,28
33.0,25.6,28.6,38.6,30.4,34.0,5.9,5.9,13.1,31.0,204,16.75,3.82,95,59,82,24.9,1005.9,93,2024-07-10,28.571428571428573,28.066666666666666,16.557142857142857,14.166666666666664,80.57142857142857,83.66666666666667,9.714285714285714,15.066666666666663,16.192857142857143,15.236666666666665,96.28571428571429,97.0,24.67142857142857,24.8,1003.4714285714284,1003.9333333333334,7.399999999999999,36
33.2,26.4,29.4,36.7,31.4,34.2,12.3,12.3,16.5,32.8,233,15.93,4.09,92,56,77,24.7,1004.4,94,2024-07-11,28.442857142857143,28.36666666666667,16.585714285714285,14.766666666666666,81.14285714285714,82.66666666666667,11.385714285714286,17.666666666666664,15.365714285714287,14.633333333333333,96.28571428571429,95.33333333333333,24.685714285714287,24.866666666666664,1003.5285714285714,1004.7333333333332,6.800000000000004,36
32.9,25.7,28.3,37.5,30.8,33.4,30.8,30.8,17.7,36.0,249,14.57,3.42,95,58,83,24.9,1002.5,99,2024-07-12,28.17142857142857,28.766666666666666,16.971428571428568,15.766666666666666,82.71428571428571,80.66666666666667,15.0,16.333333333333332,14.511428571428572,15.75,97.71428571428571,95.33333333333333,24.757142857142856,24.833333333333332,1003.4571428571428,1004.2666666666665,7.199999999999999,37
27.6,25.1,26.1,33.1,28.9,31.0,54.0,54.0,17.2,36.4,250,4.34,1.04,97,88,94,25.1,1001.7,100,2024-07-13,27.942857142857147,27.933333333333337,16.014285714285712,17.13333333333333,84.14285714285714,84.66666666666667,21.47142857142857,32.36666666666667,12.992857142857144,11.613333333333335,97.71428571428571,97.66666666666667,24.814285714285717,24.900000000000002,1003.3142857142857,1002.8666666666667,2.5,9
27.8,25.7,26.6,32.0,29.6,30.7,6.1,6.1,17.9,37.4,250,7.2,1.85,95,82,88,24.5,999.8,100,2024-07-14,27.8,27.0,15.97142857142857,17.599999999999998,84.71428571428571,88.33333333333333,21.2,30.299999999999997,12.535714285714286,8.703333333333333,97.71428571428571,99.66666666666667,24.800000000000004,24.833333333333332,1002.8857142857142,1001.3333333333334,2.1000000000000014,13
29.9,25.0,26.4,33.5,29.5,30.8,14.0,14.0,18.8,37.1,240,8.42,1.99,96,72,90,24.6,998.8,100,2024-07-15,27.5,26.366666666666664,16.557142857142857,17.966666666666665,86.14285714285714,90.66666666666667,22.557142857142857,24.7,11.204285714285716,6.653333333333333,97.85714285714286,100.0,24.814285714285717,24.733333333333334,1002.4285714285714,1000.0999999999999,4.899999999999999,24
30.6,25.1,27.2,36.2,29.6,32.1,19.2,19.2,18.0,36.0,237,12.44,2.75,96,68,88,24.8,999.4,100,2024-07-16,27.514285714285712,26.733333333333334,17.02857142857143,18.23333333333333,86.0,88.66666666666667,20.32857142857143,13.099999999999996,11.37857142857143,9.353333333333333,98.0,100.0,24.785714285714285,24.633333333333336,1001.7857142857143,999.3333333333334,5.5,28
30.9,25.5,27.7,35.0,29.8,32.3,15.4,15.4,22.0,43.6,255,17.1,3.78,96,67,85,24.7,1000.8,100,2024-07-17,27.385714285714283,27.099999999999998,18.3,19.599999999999998,86.42857142857143,87.66666666666667,21.685714285714283,16.199999999999996,11.428571428571429,12.653333333333336,99.0,100.0,24.75714285714286,24.7,1001.0571428571429,999.6666666666666,5.399999999999999,29
28.7,25.8,26.6,32.6,30.1,31.3,29.2,29.2,21.8,42.5,258,6.76,1.6,96,83,92,25.1,1000.1,100,2024-07-18,26.985714285714288,27.166666666666668,19.057142857142853,20.599999999999998,88.57142857142857,88.33333333333333,24.1,21.266666666666662,10.118571428571428,12.100000000000001,99.85714285714286,100.0,24.814285714285713,24.86666666666667,1000.4428571428571,1000.1,2.8999999999999986,13
26.6,24.7,25.4,29.7,27.6,28.7,69.5,69.5,24.6,45.7,260,4.96,1.22,94,89,93,24.2,998.4,100,2024-07-19,26.571428571428573,26.566666666666663,20.042857142857144,22.8,90.0,90.0,29.62857142857143,38.03333333333333,8.745714285714286,9.606666666666667,100.0,100.0,24.714285714285715,24.666666666666668,999.8571428571429,999.7666666666668,1.9000000000000021,5
26.4,24.5,25.4,30.1,27.2,28.6,29.3,29.3,24.2,49.3,256,5.5,1.35,94,89,93,24.1,999.5,99,2024-07-20,26.471428571428568,25.8,21.042857142857144,23.53333333333333,89.85714285714286,92.66666666666667,26.1,42.666666666666664,8.911428571428571,5.740000000000001,99.85714285714286,99.66666666666667,24.571428571428573,24.46666666666667,999.5428571428572,999.3333333333334,1.8999999999999986,5
28.0,24.5,25.9,33.2,27.8,29.8,20.6,20.6,21.9,41.8,240,5.5,1.45,96,86,91,24.4,1001.2,99,2024-07-21,26.37142857142857,25.566666666666663,21.61428571428571,23.566666666666663,90.28571428571429,92.33333333333333,28.171428571428574,39.8,8.668571428571429,5.320000000000001,99.71428571428571,99.33333333333333,24.557142857142853,24.233333333333334,999.7428571428571,999.7000000000002,3.5,10
29.6,24.8,26.9,34.9,28.3,31.0,10.7,10.7,21.8,41.4,242,9.6,2.36,96,73,87,24.5,1002.9,100,2024-07-22,26.442857142857143,26.066666666666663,22.042857142857144,22.63333333333333,89.85714285714286,90.33333333333333,27.7,20.199999999999996,8.837142857142856,6.866666666666667,99.71428571428571,99.33333333333333,24.542857142857144,24.333333333333332,1000.3285714285713,1001.1999999999999,4.800000000000001,23
30.4,25.0,27.2,33.3,28.8,31.0,7.2,7.2,29.2,60.8,254,10.26,2.77,94,68,84,24.2,1003.4,100,2024-07-23,26.442857142857143,26.666666666666668,23.642857142857142,24.299999999999997,89.28571428571429,87.33333333333333,25.985714285714288,12.833333333333329,8.525714285714285,8.453333333333333,99.71428571428571,99.66666666666667,24.457142857142856,24.366666666666664,1000.9,1002.5,5.399999999999999,26
28.4,25.5,26.7,32.1,29.6,30.5,3.8,3.8,23.0,43.6,250,7.04,2.03,93,78,86,24.2,1001.6,100,2024-07-24,26.299999999999994,26.933333333333334,23.785714285714285,24.666666666666668,89.42857142857143,85.66666666666667,24.32857142857143,7.233333333333328,7.088571428571428,8.966666666666667,99.71428571428571,100.0,24.385714285714283,24.3,1001.0142857142856,1002.6333333333333,2.8999999999999986,15
30.6,24.8,27.4,34.1,28.5,31.0,5.8,5.8,24.9,54.4,254,12.71,3.22,94,70,83,24.2,999.9,98,2024-07-25,26.41428571428571,27.099999999999998,24.228571428571428,25.7,88.14285714285714,84.33333333333333,20.985714285714288,5.599999999999995,7.9385714285714295,10.003333333333336,99.42857142857143,99.33333333333333,24.25714285714286,24.2,1000.9857142857144,1001.6333333333332,5.800000000000001,24
30.0,25.5,27.6,33.5,28.2,30.4,1.7,1.7,23.9,49.3,262,11.11,3.48,88,66,77,23.2,999.9,99,2024-07-26,26.72857142857143,27.23333333333333,24.12857142857143,23.933333333333326,85.85714285714286,82.0,11.299999999999999,3.766666666666662,8.817142857142857,10.286666666666669,99.28571428571429,99.0,24.114285714285717,23.866666666666664,1001.1999999999999,1000.4666666666667,4.5,22
30.2,24.9,26.7,33.8,27.7,30.4,15.1,15.1,24.9,57.2,265,9.26,2.42,94,69,87,24.3,1000.3,100,2024-07-27,26.914285714285715,27.233333333333334,24.228571428571428,24.566666666666663,85.0,82.33333333333333,9.271428571428572,7.533333333333329,9.354285714285714,11.026666666666669,99.42857142857143,99.0,24.142857142857142,23.900000000000002,1001.3142857142857,1000.0333333333333,5.300000000000001,25
33.2,25.4,28.7,38.1,29.7,33.3,1.1,1.1,24.2,48.6,256,22.94,5.15,94,59,80,24.5,999.4,69,2024-07-28,27.314285714285713,27.666666666666668,24.557142857142857,24.333333333333332,83.42857142857143,81.33333333333333,6.485714285714286,5.9666666666666615,11.845714285714285,14.436666666666667,95.14285714285714,89.33333333333333,24.157142857142862,24.0,1001.0571428571428,999.8666666666667,7.800000000000004,35
33.5,26.5,29.2,39.1,30.3,34.1,6.4,6.4,20.6,42.5,239,23.54,5.38,94,58,78,24.6,999.7,69,2024-07-29,27.642857142857142,28.2,24.385714285714283,23.23333333333333,82.14285714285714,81.66666666666667,5.871428571428572,7.533333333333329,13.837142857142855,18.580000000000002,90.71428571428571,79.33333333333333,24.171428571428574,24.46666666666667,1000.6000000000001,999.7999999999998,7.0,36
33.1,25.4,28.9,38.6,30.0,34.1,14.3,14.3,17.7,35.6,238,21.0,4.76,97,61,81,25.0,1002.7,94,2024-07-30,27.885714285714283,28.933333333333334,22.742857142857144,20.833333333333332,81.71428571428571,79.66666666666667,6.885714285714285,7.266666666666662,15.37142857142857,22.493333333333336,89.85714285714286,77.33333333333333,24.285714285714285,24.700000000000003,1000.5,1000.6,7.700000000000003,36
32.8,25.6,29.0,37.3,30.1,33.7,2.2,2.2,18.8,37.8,256,16.93,4.16,93,59,77,24.4,1003.7,94,2024-07-31,28.214285714285715,29.03333333333333,22.142857142857142,19.03333333333333,80.42857142857143,78.66666666666667,6.6571428571428575,7.633333333333328,16.784285714285712,20.49,89.0,85.66666666666667,24.314285714285717,24.666666666666668,1000.8000000000001,1002.0333333333334,7.199999999999996,34
32.0,26.5,28.9,37.0,30.8,33.6,0.5,0.5,17.1,39.2,256,16.75,4.1,94,65,78,24.6,1003.7,100,2024-08-01,28.428571428571427,28.933333333333334,21.02857142857143,17.866666666666664,79.71428571428571,78.66666666666667,5.9,5.666666666666662,17.361428571428572,18.226666666666667,89.28571428571429,96.0,24.37142857142857,24.666666666666668,1001.342857142857,1003.3666666666668,5.5,29
31.2,25.7,28.4,36.0,30.2,32.9,4.4,4.4,22.0,46.8,249,15.0,3.67,95,68,80,24.5,1003.8,100,2024-08-02,28.54285714285714,28.766666666666666,20.75714285714286,19.299999999999997,80.14285714285714,78.33333333333333,6.285714285714286,2.3666666666666623,17.917142857142856,16.226666666666667,89.42857142857143,98.0,24.557142857142857,24.5,1001.9,1003.7333333333332,5.5,27
32.8,26.6,29.4,36.5,30.9,33.5,4.0,4.0,21.0,40.7,257,18.31,4.73,87,56,72,23.8,1004.9,100,2024-08-03,28.928571428571427,28.900000000000002,20.2,20.03333333333333,78.0,76.66666666666667,4.7,2.966666666666662,19.21,16.686666666666667,89.42857142857143,100.0,24.485714285714284,24.3,1002.5571428571428,1004.1333333333333,6.199999999999996,31
33.8,26.1,29.9,39.5,31.1,35.0,0.3,0.3,16.4,37.1,249,24.44,5.63,89,57,74,24.4,1005.2,56,2024-08-04,29.099999999999998,29.23333333333333,19.085714285714285,19.799999999999997,77.14285714285714,75.33333333333333,4.585714285714286,2.8999999999999955,19.424285714285713,19.25,87.57142857142857,85.33333333333333,24.471428571428568,24.23333333333333,1003.3857142857144,1004.6333333333333,7.699999999999996,32
33.0,26.0,29.7,38.5,32.3,35.6,0.8,0.8,13.5,32.0,251,20.04,4.52,97,60,77,25.1,1005.8,85,2024-08-05,29.17142857142857,29.666666666666668,18.071428571428573,16.966666666666665,77.0,74.33333333333333,3.785714285714286,1.699999999999995,18.924285714285713,20.93,89.85714285714286,80.33333333333333,24.542857142857144,24.433333333333334,1004.2571428571428,1005.3000000000001,7.0,37
29.2,26.4,27.6,35.4,32.7,33.4,6.1,6.1,11.0,24.5,261,6.49,1.6,96,81,88,25.4,1005.0,100,2024-08-06,28.985714285714288,29.066666666666663,17.114285714285717,13.633333333333331,78.0,79.66666666666667,2.6142857142857143,2.399999999999995,16.851428571428574,16.990000000000002,90.71428571428571,80.33333333333333,24.599999999999998,24.96666666666667,1004.5857142857142,1005.3333333333334,2.8000000000000007,15
29.3,25.8,27.0,32.8,30.6,31.6,5.9,5.9,20.9,40.7,268,10.44,2.45,97,72,88,24.7,1005.0,100,2024-08-07,28.7,28.100000000000005,17.414285714285715,15.133333333333331,79.57142857142857,84.33333333333333,3.142857142857143,4.266666666666662,15.924285714285714,12.323333333333332,91.57142857142857,95.0,24.642857142857142,25.066666666666666,1004.7714285714285,1005.2666666666668,3.5,25
31.8,25.2,28.0,37.8,29.8,32.9,2.0,2.0,16.1,32.0,265,17.66,3.85,95,66,82,24.5,1005.6,99,2024-08-08,28.571428571428573,27.53333333333333,17.271428571428572,15.999999999999998,80.14285714285714,86.0,3.357142857142857,4.666666666666662,16.054285714285715,11.530000000000001,91.42857142857143,99.66666666666667,24.62857142857143,24.866666666666664,1005.0428571428572,1005.1999999999999,6.600000000000001,29
33.5,25.8,29.3,38.2,30.4,34.3,0.3,0.3,15.1,31.0,275,21.84,5.04,89,57,75,24.2,1006.1,94,2024-08-09,28.7,28.099999999999998,16.285714285714285,17.366666666666664,79.42857142857143,81.66666666666667,2.7714285714285714,2.7333333333333285,17.03142857142857,16.646666666666665,90.57142857142857,97.66666666666667,24.585714285714285,24.46666666666667,1005.3714285714286,1005.5666666666666,7.699999999999999,32
33.8,26.1,29.7,39.8,31.6,35.3,0.1,0.1,13.7,32.4,259,22.8,5.09,92,58,76,24.7,1006.0,74,2024-08-10,28.74285714285714,29.0,15.242857142857144,14.966666666666663,80.0,77.66666666666667,2.2142857142857144,0.7999999999999949,17.672857142857143,20.766666666666666,86.85714285714286,89.0,24.714285714285715,24.466666666666665,1005.5285714285716,1005.9,7.699999999999996,34
33.7,26.6,30.1,40.6,32.5,35.9,0.6,0.6,12.2,26.6,264,22.45,5.06,90,58,75,24.8,1004.5,99,2024-08-11,28.771428571428572,29.7,14.642857142857142,13.666666666666664,80.14285714285714,75.33333333333333,2.257142857142857,0.3333333333333283,17.388571428571428,22.363333333333333,93.0,89.0,24.771428571428572,24.566666666666663,1005.4285714285714,1005.5333333333333,7.100000000000001,32
33.8,26.2,30.1,40.3,32.6,36.3,0.6,0.6,13.3,30.6,229,22.96,5.08,96,58,77,25.3,1004.4,79,2024-08-12,28.82857142857143,29.96666666666667,14.614285714285716,13.066666666666663,80.14285714285714,76.0,2.2285714285714286,0.43333333333332824,17.805714285714288,22.736666666666668,92.14285714285714,84.0,24.800000000000004,24.933333333333334,1005.2285714285715,1004.9666666666667,7.599999999999998,38
33.5,26.9,29.6,41.4,32.1,35.5,3.0,3.0,13.7,29.2,200,22.41,5.07,93,60,78,25.2,1005.3,83,2024-08-13,29.114285714285717,29.933333333333337,15.0,13.066666666666665,78.71428571428571,76.66666666666667,1.7857142857142858,1.399999999999995,20.080000000000002,22.60666666666667,89.71428571428571,87.0,24.771428571428572,25.099999999999998,1005.2714285714286,1004.7333333333332,6.600000000000001,33
33.3,27.4,29.8,41.2,33.6,36.2,0.3,0.3,9.4,19.4,180,19.67,4.42,92,64,79,25.6,1005.3,97,2024-08-14,29.514285714285712,29.833333333333332,13.357142857142858,12.133333333333331,77.42857142857143,78.0,0.9857142857142858,1.299999999999995,21.398571428571426,21.680000000000003,89.28571428571429,86.33333333333333,24.9,25.366666666666664,1005.3142857142858,1005.0,5.899999999999999,28
33.7,26.7,29.8,40.5,33.6,35.9,0.7,0.7,14.7,29.9,170,21.7,4.95,96,59,77,25.2,1004.5,100,2024-08-15,29.771428571428572,29.733333333333334,13.157142857142858,12.6,76.71428571428571,78.0,0.7999999999999999,1.3333333333333284,21.975714285714286,21.26,89.42857142857143,93.33333333333333,25.0,25.333333333333332,1005.157142857143,1005.0333333333333,7.0000000000000036,37
33.0,27.1,29.7,38.9,33.9,35.7,1.7,1.7,15.3,29.9,175,18.75,4.36,94,61,79,25.5,1003.9,100,2024-08-16,29.828571428571426,29.766666666666666,13.185714285714285,13.133333333333331,77.28571428571429,78.33333333333333,1.0,0.899999999999995,21.534285714285716,20.040000000000003,90.28571428571429,99.0,25.185714285714287,25.433333333333334,1004.842857142857,1004.5666666666666,5.899999999999999,33
34.5,26.5,29.9,42.3,33.2,36.2,1.1,1.1,15.3,31.0,171,21.8,5.04,96,56,77,25.2,1004.8,92,2024-08-17,29.857142857142858,29.8,13.414285714285713,15.1,77.42857142857143,77.66666666666667,1.1428571428571428,1.1666666666666616,21.391428571428573,20.75,92.85714285714286,97.33333333333333,25.25714285714286,25.3,1004.6714285714286,1004.4,8.0,40
34.5,27.5,30.4,42.0,34.0,36.7,3.3,3.3,14.8,29.9,170,22.02,5.08,91,55,75,25.2,1005.4,80,2024-08-18,29.900000000000002,30.0,13.785714285714286,15.133333333333331,77.42857142857143,77.0,1.5285714285714285,2.0333333333333283,21.330000000000002,20.856666666666666,90.14285714285714,90.66666666666667,25.314285714285713,25.299999999999997,1004.8,1004.6999999999999,7.0,36
32.9,26.2,28.8,39.6,32.9,35.4,6.1,6.1,11.5,25.9,225,14.75,3.23,96,64,84,25.7,1005.0,100,2024-08-19,29.714285714285715,29.7,13.528571428571427,13.866666666666665,78.42857142857143,78.66666666666667,2.314285714285714,3.4999999999999947,20.157142857142855,19.523333333333333,93.14285714285714,90.66666666666667,25.37142857142857,25.366666666666664,1004.8857142857142,1005.0666666666666,6.699999999999999,32
33.2,26.4,29.3,40.8,32.8,35.4,1.3,1.3,16.3,31.7,164,20.26,4.62,96,62,80,25.4,1005.0,95,2024-08-20,29.67142857142857,29.5,13.900000000000002,14.199999999999998,78.71428571428571,79.66666666666667,2.0714285714285716,3.5666666666666615,19.849999999999998,19.01,94.85714285714286,91.66666666666667,25.400000000000002,25.433333333333334,1004.842857142857,1005.1333333333333,6.800000000000004,34
33.2,27.2,29.7,38.2,33.0,34.9,1.5,1.5,20.6,41.8,170,20.78,4.93,90,61,77,25.1,1006.2,94,2024-08-21,29.657142857142862,29.266666666666666,15.5,16.13333333333333,78.42857142857143,80.33333333333333,2.242857142857143,2.9666666666666615,20.00857142857143,18.596666666666668,94.42857142857143,96.33333333333333,25.32857142857143,25.399999999999995,1004.9714285714286,1005.4,6.0000000000000036,29
31.3,26.1,28.3,37.0,32.4,34.5,19.7,19.7,11.2,28.4,201,12.26,2.73,96,72,87,25.8,1006.2,100,2024-08-22,29.442857142857143,29.099999999999998,15.0,16.03333333333333,79.85714285714286,81.33333333333333,4.957142857142857,7.499999999999996,18.66,17.76666666666667,94.42857142857143,96.33333333333333,25.41428571428571,25.433333333333334,1005.2142857142857,1005.8000000000001,5.199999999999999,24
29.0,25.6,27.4,36.3,32.0,34.0,12.4,12.4,10.5,23.4,188,6.32,1.46,97,84,92,26.0,1006.7,100,2024-08-23,29.114285714285717,28.46666666666667,14.314285714285715,14.1,81.71428571428571,85.33333333333333,6.485714285714286,11.199999999999994,16.884285714285717,13.120000000000003,94.42857142857143,98.0,25.485714285714284,25.633333333333336,1005.6142857142858,1006.3666666666668,3.3999999999999986,13
30.5,25.6,27.9,35.9,30.5,33.3,15.1,15.1,15.8,41.4,224,9.69,2.33,97,69,86,25.3,1006.4,100,2024-08-24,28.82857142857143,27.866666666666664,14.385714285714286,12.499999999999998,83.0,88.33333333333333,8.485714285714286,15.733333333333327,15.154285714285715,9.423333333333334,95.57142857142857,100.0,25.5,25.7,1005.842857142857,1006.4333333333334,4.899999999999999,28
32.5,25.7,28.6,36.6,30.4,33.1,1.9,1.9,19.4,41.4,248,20.34,4.63,95,59,77,24.1,1005.5,98,2024-08-25,28.571428571428573,27.96666666666667,15.042857142857144,15.233333333333329,83.28571428571429,85.0,8.285714285714286,9.799999999999994,14.914285714285715,12.116666666666665,98.14285714285714,99.33333333333333,25.342857142857145,25.133333333333336,1005.8571428571429,1006.1999999999999,6.800000000000001,36
32.8,26.1,29.3,37.4,29.2,33.0,1.0,1.0,21.8,43.6,252,19.37,5.03,83,58,69,23.0,1004.5,92,2024-08-26,28.642857142857142,28.599999999999998,16.514285714285716,18.999999999999996,81.14285714285714,77.33333333333333,7.557142857142857,5.999999999999993,15.574285714285717,16.466666666666665,97.0,96.66666666666667,24.957142857142856,24.133333333333336,1005.7857142857143,1005.4666666666667,6.699999999999996,25
33.3,26.6,29.7,38.1,30.7,34.1,0.0,0.0,18.6,42.5,270,23.73,5.56,79,56,70,23.5,1005.8,80,2024-08-27,28.7,29.200000000000003,16.842857142857145,19.93333333333333,79.71428571428571,72.0,7.371428571428572,0.9666666666666607,16.07,21.146666666666665,94.85714285714286,90.0,24.685714285714287,23.53333333333333,1005.9,1005.2666666666665,6.699999999999996,23
30.9,26.4,28.5,35.6,30.1,32.8,0.9,0.9,19.5,38.9,260,14.13,3.61,89,64,75,23.7,1005.9,100,2024-08-28,28.52857142857143,29.166666666666668,16.685714285714287,19.966666666666665,79.42857142857143,71.33333333333333,7.285714285714286,0.6333333333333274,15.120000000000001,19.076666666666664,95.71428571428571,90.66666666666667,24.485714285714288,23.400000000000002,1005.8571428571429,1005.4,4.5,25
29.8,25.9,27.2,33.2,30.0,31.5,8.2,8.2,16.1,36.4,282,5.99,1.98,95,68,82,23.8,1003.8,100,2024-08-29,28.37142857142857,28.46666666666667,17.385714285714286,18.066666666666666,78.71428571428571,75.66666666666667,5.642857142857143,3.0333333333333274,14.224285714285715,14.616666666666667,95.71428571428571,93.33333333333333,24.2,23.666666666666668,1005.5142857142856,1005.1666666666666,3.900000000000002,27
27.8,25.1,25.9,31.7,29.2,30.5,49.2,49.2,18.0,34.2,281,5.55,1.27,96,82,93,24.7,1003.1,100,2024-08-30,28.157142857142855,27.2,18.457142857142856,17.866666666666664,78.85714285714286,83.33333333333333,10.900000000000002,19.433333333333326,14.114285714285714,8.556666666666667,95.71428571428571,100.0,24.014285714285716,24.066666666666666,1005.0,1004.2666666666668,2.6999999999999993,14
25.5,24.6,25.0,29.5,24.6,28.0,247.1,247.1,41.0,76.3,274,2.08,0.73,96,93,94,24.1,1000.4,100,2024-08-31,27.74285714285714,26.03333333333333,22.057142857142857,25.03333333333333,80.0,89.66666666666667,44.042857142857144,101.5,13.027142857142858,4.54,95.71428571428571,100.0,23.842857142857145,24.2,1004.1428571428571,1002.4333333333334,0.8999999999999986,3
29.0,24.3,26.1,31.8,26.9,29.2,57.5,57.5,25.8,49.0,259,10.81,2.63,97,75,87,23.6,999.9,97,2024-09-01,27.385714285714283,25.666666666666668,22.97142857142857,28.266666666666666,81.42857142857143,91.33333333333333,51.98571428571429,117.93333333333332,11.665714285714285,6.146666666666666,95.57142857142857,99.0,23.771428571428572,24.133333333333336,1003.342857142857,1001.1333333333333,4.699999999999999,22
29.5,25.0,27.2,34.9,27.8,30.8,0.1,0.1,19.6,37.8,215,11.24,3.02,84,65,76,22.5,1002.9,94,2024-09-02,27.085714285714285,26.099999999999998,22.657142857142855,28.799999999999997,82.42857142857143,85.66666666666667,51.85714285714287,101.56666666666665,10.504285714285714,8.043333333333333,95.85714285714286,97.0,23.7,23.400000000000002,1003.1142857142858,1001.0666666666666,4.5,19
29.8,25.5,26.9,36.0,29.1,31.7,21.6,21.6,15.8,31.3,225,10.68,2.47,95,75,85,24.2,1004.8,92,2024-09-03,26.685714285714283,26.733333333333334,22.25714285714286,20.4,84.57142857142857,82.66666666666667,54.94285714285714,26.39999999999999,8.639999999999999,10.910000000000002,97.57142857142857,94.33333333333333,23.800000000000004,23.433333333333337,1002.9714285714284,1002.5333333333333,4.300000000000001,20
27.2,24.6,25.9,32.1,28.7,30.5,54.7,54.7,17.8,33.1,260,3.08,0.89,97,85,93,24.6,1004.2,100,2024-09-04,26.314285714285713,26.666666666666668,22.014285714285712,17.73333333333333,87.14285714285714,84.66666666666667,62.628571428571426,25.466666666666658,7.061428571428572,8.333333333333334,97.57142857142857,95.33333333333333,23.928571428571427,23.766666666666666,1002.7285714285715,1003.9666666666666,2.599999999999998,12
30.2,24.8,27.3,34.7,29.0,31.9,15.8,15.8,22.6,43.2,284,14.57,3.16,95,71,85,24.5,1003.1,99,2024-09-05,26.32857142857143,26.7,22.942857142857143,18.733333333333334,87.57142857142857,87.66666666666667,63.714285714285715,30.699999999999992,8.287142857142857,9.443333333333333,97.42857142857143,97.0,24.028571428571432,24.433333333333334,1002.6285714285714,1004.0333333333333,5.399999999999999,24
32.2,26.0,27.9,38.5,29.8,33.3,18.9,18.9,18.4,36.7,291,16.16,3.5,96,68,85,25.0,1003.4,98,2024-09-06,26.614285714285717,27.03333333333333,23.0,19.599999999999998,86.42857142857143,87.66666666666667,59.38571428571429,29.799999999999994,9.802857142857144,11.270000000000001,97.14285714285714,99.0,24.071428571428573,24.7,1002.6714285714286,1003.5666666666666,6.200000000000003,28
31.0,25.8,27.3,36.0,29.5,32.0,13.5,13.5,20.2,41.0,289,13.99,3.03,93,70,87,24.9,1003.8,100,2024-09-07,26.942857142857143,27.5,20.02857142857143,20.4,85.42857142857143,85.66666666666667,26.014285714285712,16.06666666666666,11.504285714285714,14.906666666666666,97.14285714285714,99.0,24.185714285714287,24.8,1003.157142857143,1003.4333333333334,5.199999999999999,23
27.1,24.9,25.7,31.8,28.8,29.7,23.3,23.3,19.5,37.8,275,5.23,1.21,94,88,93,24.5,1004.0,100,2024-09-08,26.885714285714283,26.96666666666667,19.12857142857143,19.366666666666664,86.28571428571429,88.33333333333333,21.12857142857143,18.56666666666666,10.707142857142857,11.793333333333335,97.57142857142857,99.33333333333333,24.314285714285713,24.8,1003.7428571428572,1003.7333333333332,2.200000000000003,6
28.9,24.9,26.5,31.6,28.1,29.8,14.5,14.5,26.7,51.1,262,11.6,2.64,94,77,87,24.1,1001.7,100,2024-09-09,26.785714285714285,26.5,20.142857142857142,22.13333333333333,87.85714285714286,89.0,23.185714285714287,17.09999999999999,10.758571428571429,10.273333333333332,98.42857142857143,100.0,24.542857142857144,24.5,1003.5714285714286,1003.1666666666666,4.0,17
32.2,25.5,28.8,36.5,29.1,32.6,0.5,0.5,25.3,50.4,255,21.79,5.17,83,62,74,23.5,1002.1,98,2024-09-10,27.057142857142857,27.0,21.5,23.833333333333332,86.28571428571429,84.66666666666667,20.17142857142857,12.766666666666657,12.345714285714283,12.873333333333333,99.28571428571429,99.33333333333333,24.442857142857147,24.03333333333333,1003.1857142857143,1002.6,6.700000000000003,21
32.7,26.1,29.1,37.3,30.2,33.3,0.1,0.1,19.1,38.5,252,23.52,5.43,84,58,72,23.4,1004.3,92,2024-09-11,27.514285714285712,28.133333333333336,21.685714285714283,23.7,83.28571428571429,77.66666666666667,12.37142857142857,5.0333333333333234,15.265714285714285,18.97,98.14285714285714,96.66666666666667,24.27142857142857,23.666666666666668,1003.1999999999999,1002.6999999999999,6.600000000000001,26
